frequency_index,wavelength_nm,frequency_hz,input_port,output_port,S_real,S_imag,T
1,1550.0000000000002,193414489032258.03,1,1,0.36477589852876097,-0.27649120070577188,0.20950884021518434
1,1550.0000000000002,193414489032258.03,1,2,-0.042668816900527026,0.24350176405384177,0.061113737033023537
1,1550.0000000000002,193414489032258.03,2,1,-0.042668816900533167,0.24350176405383317,0.061113737033019866
1,1550.0000000000002,193414489032258.03,2,2,0.36477589852887016,-0.27649120070574967,0.20950884021525173
